ID,Edad,Sexo,NED,NumBancos,NumFinanc,TDSR,C6M,AumDeu,PI,Cont,Vigen,Ingreso,Default
17955,50,M,ST,1,3,2.67,2A,-0.0136,0,55948,297519.0242,78213.88118,B
17956,52,M,ST,0,0,7.86,1C,-0.0538,0,299566,65896.9299,65441.28387,B
17957,47,F,TT,1,0,39.28,1C,0.0164,0,40437,258761.5265,114709.5705,B
17958,37,M,TNT,3,1,13.67,2B,0.0932,0,260356,271566.8328,74079.62077,B
17959,41,M,ST,2,0,21.05,1C,0.2229,0,139188,265702.4127,42832.0283,B
17960,39,M,ST,1,0,30.22,1C,0.0972,0,112892,271499.3413,57732.40087,B
17961,45,M,TT,2,0,5.43,1C,0.1964,1,162750,111726.2137,99197.99342,B
17962,45,M,ST,0,2,5.93,2B,-0.2004,0,363054,295689.6656,39879.48556,M
17963,45,M,ST,1,2,50.71,1C,0.1109,0,191293,376371.0874,50528.07331,B
17964,47,M,TT,2,2,38.27,1C,0.0517,1,99426,51976.73753,126692.5227,B
17965,34,M,ST,1,0,187.16,1C,-0.1074,0,102196,51711.24623,28627.1132,M
17966,56,M,SNT,3,3,77.68,1A,-0.1236,0,731105,788803.5928,32559.05926,B
17967,38,M,TNT,1,0,11.42,1A,-0.0047,0,532375,65987.49588,60646.47852,B
17968,47,M,ST,4,3,76.79,1C,0.1255,0,493707,297962.56,65714.58829,B
17969,39,F,PT,1,1,60.9,1C,-0.0145,0,43082,3791.784712,23301.72609,B
17970,31,M,TNT,2,0,31.23,2A,-0.1317,0,25754,103290.6707,51060.17472,B
17971,57,M,SNT,2,0,6.9,2B,0.0655,0,271451,909417.8195,58517.49686,B
17972,58,M,TT,2,0,56.89,1A,-0.0357,0,326499,108377.3705,107020.7247,B
17973,42,F,TT,3,0,36.56,2B,0.0824,1,184525,90036.14134,72737.60956,B
17974,22,F,TT,4,2,99.92,3,0.0095,0,347633,344076.6465,100089.0643,M
17975,34,F,TNT,2,1,36.4,1C,0.0787,0,206837,71699.80728,39907.65794,B
17976,42,M,ST,0,0,7.88,1C,0.0585,1,250474,91571.90912,42816.14004,B
17977,62,M,ST,0,0,130.66,1C,0.0717,0,212163,72133.91983,103476.4243,M
17978,47,M,TNT,2,2,12.52,3,-0.0734,0,53113,79347.35943,145147.3028,B
17979,44,M,TT,2,0,6.41,1C,-0.0262,0,276617,142383.8343,98602.23444,B
17980,35,F,PNT,1,1,31.02,1C,0.2252,0,211889,142617.2184,19328.26822,B
17981,37,M,ST,3,0,35.72,1C,0.0682,0,427958,315454.5551,44820.85246,B
17982,45,M,ST,2,0,30.35,2A,0.0245,0,149362,672669.3655,47034.26482,B
17983,19,M,TNT,2,2,10.58,1A,0.1195,0,99970,392253.6833,39438.25095,B
17984,62,F,TNT,3,0,37.04,1C,-0.1023,0,118567,191555.2494,155599.0482,B
17985,63,M,TT,1,1,26.71,5,0.1869,0,157084,429064.708,286888.5851,B
17986,44,M,SNT,4,0,56.31,1C,0.1427,0,267279,122853.2547,42777.84739,B
17987,52,M,TT,0,2,29.25,1C,-0.0567,0,135277,152832.5639,309737.7698,B
17988,46,F,TT,1,1,182.72,5,0.0113,0,75306,227034.4724,194778.8944,M
17989,33,M,TNT,1,2,4.61,2A,-0.0415,0,23902,90558.49752,77680.90443,M
17990,41,F,SNT,4,2,29.78,2A,-0.046,0,326385,308003.1412,31064.57789,M
17991,38,F,ST,3,2,23.4,1C,0.0223,0,312925,171671.0329,51210.39436,B
17992,24,M,TT,2,2,83.28,1C,0.1309,0,606883,214748.1123,98116.03568,B
17993,52,M,TNT,1,0,5.95,4,-0.0083,0,34641,322656.0836,70354.43316,M
17994,42,M,TT,4,0,2.62,2A,0.0016,0,49033,118290.4604,249802.4807,B
17995,43,F,PNT,0,0,5.66,4,-0.0212,0,188400,129281.9164,20347.94753,M
17996,55,F,TT,2,1,44.87,1C,-0.0014,0,2937,1272992.613,75927.68875,B
17997,59,M,TNT,3,2,14.23,2A,-0.0174,0,27598,342360.4362,208566.7123,B
17998,52,F,ST,2,1,12.09,5,0.0036,1,293081,625363.6367,71685.58647,B
17999,41,M,TT,3,2,4.14,1C,0.0967,0,164924,426886.7641,77036.06595,B
18000,29,M,SNT,2,0,18.11,4,0.1061,0,307447,213288.4717,23820.68207,M
18001,52,M,TNT,0,1,7.9,1C,0.0912,0,50538,287064.0122,143314.6202,B
18002,47,M,ST,2,1,25.54,5,-0.0992,0,174207,246682.035,95714.92191,M
18003,45,F,TNT,2,0,26.47,2A,0.0685,0,340223,324575.9959,89851.56223,B
18004,31,M,TT,0,1,3.21,2B,0.1112,0,594663,214655.6686,87816.96035,B
18005,34,M,ST,3,3,11.46,1C,-0.0477,0,369178,144615.9878,34875.31644,B
18006,36,F,TT,2,2,83.74,1C,0.0994,0,241411,150422.9558,109563.3555,B
18007,23,F,ST,0,0,108.84,3,0.1821,0,61194,153456.8205,24595.74338,M
18008,38,M,PT,2,2,27.09,1C,-0.1273,0,292048,94119.23681,20453.45638,M
18009,49,M,ST,2,3,6.36,1C,0.0349,0,109432,167635.0043,56394.89087,B
18010,52,M,PT,0,0,5.06,4,0.1833,0,313878,1353233.149,50935.68201,M
18011,43,F,TNT,3,0,8.47,2B,-0.0475,0,188739,185997.4615,138173.2274,B
18012,49,M,TT,2,0,37.15,1C,0.0756,1,14851,191763.6829,570882.7454,B
18013,28,F,TT,0,2,27.51,1C,0.0488,0,111868,116135.4249,74709.68707,B
18014,32,M,ST,0,0,6.45,1C,0.1175,0,107272,420455.0556,21445.65165,B
18015,38,M,TT,2,1,10.17,1C,0.0435,0,69019,130541.7064,66212.07048,B
18016,43,F,ST,3,3,16.24,1C,0.0793,0,10795,172142.6075,40486.41042,B
18017,51,F,TNT,1,0,13.27,2B,0.0689,0,1090058,983797.4002,89496.62089,B
18018,54,M,PT,2,0,68.83,2B,0.1254,1,151732,60647.47547,31649.38473,B
18019,46,F,TNT,2,0,59.19,3,0.1117,0,67227,246795.4904,220040.7007,M
18020,34,M,ST,2,0,9.73,1A,0.0727,0,143525,462252.9783,35034.11324,B
18021,48,F,ST,2,1,24.13,2A,0.1399,1,87535,80456.38235,45458.43552,B
18022,53,M,TT,0,1,30.76,2A,-0.0901,0,435553,325596.4003,244039.6412,B
18023,43,M,TNT,2,1,11.43,1A,-0.0319,1,35864,107245.9809,85788.81472,B
18024,41,M,ST,2,0,28.06,1C,0.0759,0,20688,42127.26538,47991.68305,B
18025,40,M,PT,2,0,14.59,2B,-0.0895,0,113241,424802.1274,30912.68295,M
18026,27,F,ST,0,3,5.85,1C,0.0633,0,54818,741504.0602,29118.5626,M
18027,44,M,TNT,1,2,84.75,2B,-0.0184,0,193390,113927.9227,78445.78315,M
18028,28,M,TNT,2,2,19.6,2B,0.1378,0,164634,391848.0547,86506.73007,B
18029,47,M,TT,0,0,60.93,2B,0.0721,0,228848,32419.10942,107846.9817,B
18030,59,F,ST,3,2,64.62,4,0.0978,0,134294,375597.0534,67891.57187,M
18031,38,F,PT,2,0,19.1,1C,0.1437,0,681948,1223342.809,23011.26468,B
18032,48,M,TNT,2,0,10.03,1C,0.0312,0,159887,14448.25303,75648.82137,B
18033,31,F,ST,0,2,28.76,4,0.253,0,253812,443942.6805,38801.30996,M
18034,23,F,TT,2,2,26.7,4,-0.1332,0,184195,80116.89588,33415.01197,B
18035,47,M,ST,2,1,17.59,1A,-0.0175,0,123571,40631.1745,97092.01342,B
18036,56,F,TNT,4,1,14.16,1A,0.0133,0,308268,282707.7135,157278.1278,B
18037,40,M,SNT,0,0,5.25,5,0.0379,0,85230,322330.6594,28196.91075,M
18038,43,M,TNT,0,2,10,1A,0.0068,0,175933,66562.74308,74284.40057,B
18039,30,M,ST,2,0,22.09,1C,0.1476,0,44163,279287.3271,36350.20442,B
18040,32,M,SNT,0,2,33.46,1A,-0.0662,0,54113,187243.5345,28092.09152,B
18041,49,F,SNT,3,3,35.52,1C,0.1335,0,94181,619384.393,65832.577,B
18042,23,F,TNT,3,3,44.05,1C,0.0644,0,177041,309001.8155,27593.35094,B
18043,44,M,SNT,0,2,14.23,1C,0.1637,0,3344,341182.0674,19686.5176,B
18044,42,M,SNT,2,2,27.38,1C,7.00E-04,0,42537,458196.6603,31602.96637,B
18045,48,M,SNT,2,1,13.62,1C,-0.0549,0,481274,220644.3865,32943.76704,M
18046,43,M,SNT,1,2,10.27,1C,0.1746,1,26304,688479.294,67862.16661,B
18047,43,M,TT,0,1,78.04,1A,0.0829,0,191212,14792.64971,158740.7987,B
18048,36,M,ST,2,2,36.86,2B,0.1273,1,210281,202583.8818,38623.60936,B
18049,37,F,ST,2,0,135.48,3,0.1227,1,168857,120539.8271,34703.84061,B
18050,42,M,TNT,0,1,72.51,2B,0.1206,0,223009,109074.0578,70256.4838,M
18051,43,M,TT,1,1,20.06,5,0.0716,0,322338,441171.7129,100632.0046,M
18052,42,F,ST,1,2,89.89,1C,0.0454,1,146362,91666.87531,29701.43816,B
18053,37,F,PT,3,2,7.49,2A,0.0839,0,81207,78355.66515,24550.72221,B
18054,34,M,TT,0,3,81.49,1C,0.1839,1,648565,125791.9282,69641.58154,M
18055,34,F,SNT,2,0,79.11,2B,0.0336,0,295148,142370.3762,37394.83902,M
18056,35,F,TT,2,1,27.46,1C,0.145,1,423922,131165.3419,60268.26475,B
18057,39,M,PT,3,0,157.65,1C,0.1698,0,237571,287149.6137,20726.00712,M
18058,46,F,ST,3,1,14.91,1C,0.058,1,225080,793870.7093,59967.67402,B
18059,44,M,TNT,2,0,39.89,1C,0.0847,0,69191,166865.225,58266.9957,B
18060,36,M,SNT,1,0,37.85,4,0.0784,1,150503,296005.0096,24220.67254,M
18061,49,M,TNT,0,2,13.82,3,0.0098,1,335986,758456.4457,203396.6462,M
18062,46,M,ST,3,3,19.97,4,-0.1674,1,175497,215286.9821,55692.12372,B
18063,42,M,SNT,0,0,8.64,4,-0.063,0,239046,738478.3107,28430.54734,M
18064,30,F,TT,3,0,75.82,1C,0.0311,0,115215,174252.9749,60416.85834,B
18065,52,M,TNT,1,2,36.01,4,0.077,0,62316,447668.2256,259314.8381,M
18066,60,F,TT,2,0,4.89,1C,0.1294,0,21202,132950.3029,228238.665,B
18067,46,M,TNT,3,0,26.99,1C,0.0703,0,606077,389318.211,96181.82677,B
18068,53,M,ST,0,0,9,3,0.0113,1,39667,36288.51424,86366.51838,B
18069,48,M,TT,0,0,2.86,1A,0.0259,1,107341,142381.6574,103981.1608,B
18070,34,M,TNT,4,2,48.5,1C,-0.0462,0,265421,360175.0038,48586.52818,B
18071,36,M,TNT,2,2,25.33,4,0.0164,0,200608,61347.54936,78081.72234,M
18072,38,M,ST,4,3,124.65,1C,0.2178,0,201046,73901.84504,65791.80406,M
18073,33,F,ST,1,1,54.77,1C,0.2373,0,73441,75836.08165,49883.26692,B
18074,52,M,TNT,2,0,36.23,5,-0.0989,0,124615,108396.744,122839.232,B
18075,35,F,ST,1,2,20.29,4,-0.1157,0,62894,100250.9543,25920.84495,M
18076,41,M,ST,2,1,7.57,2A,-0.0277,1,120808,304295.0222,106491.1334,B
18077,42,F,TNT,3,2,5.7,1C,-0.0594,0,313481,128764.9615,95159.37001,B
18078,42,F,TT,1,0,43.93,2A,-0.1249,0,284650,55069.13068,58068.75592,M
18079,52,M,TT,0,0,25.42,1A,0.1679,0,167704,182116.3519,164189.4281,B
18080,45,F,SNT,3,0,27.62,1C,-0.0525,0,192776,144336.1718,74033.37644,B
18081,25,F,TNT,1,0,70.59,1C,0.1216,0,52457,63425.52585,26041.80823,B
18082,50,M,SNT,1,0,9.79,2B,0.0962,0,76738,74822.85757,28313.65709,M
18083,33,M,ST,2,3,21.5,2A,0.21,0,123772,222361.1995,20566.43335,M
18084,58,M,SNT,0,1,22.37,1C,0.0188,0,7041,62569.02916,66418.6959,B
18085,54,M,TT,2,2,36.22,3,0.2966,0,207320,52746.98555,214276.7527,B
18086,48,M,TT,1,0,44.51,1C,-0.1276,0,61971,15393.9854,76613.09679,B
18087,44,M,TNT,2,0,47.97,1C,0.0458,0,220979,656984.95,89730.24312,B
18088,27,M,ST,3,0,4.82,1C,-0.0424,0,284770,207451.7845,27865.3262,B
18089,59,M,ST,0,0,266.93,3,-0.0448,0,458452,184896.2345,63270.40664,M
18090,42,M,SNT,0,2,5.61,1C,-0.1065,0,341320,5950.254888,35275.02933,M
18091,48,M,ST,2,2,22.41,1C,0.0933,0,194974,216841.4701,71971.90968,B
18092,34,M,ST,2,1,22.61,3,0.0754,0,829227,163013.4016,70950.12483,M
18093,39,M,PT,0,0,3.77,1A,-0.0052,0,374451,5962.933185,20830.22313,M
18094,38,F,ST,1,1,13.58,1C,-0.1142,0,76456,95648.87986,45151.30213,B
18095,48,F,TT,3,0,7.27,1C,0.0122,0,364067,500186.3302,42484.17415,B
18096,27,M,SNT,3,3,25.55,2A,0.1388,0,662971,106256.1706,19846.95929,M
18097,55,M,PT,1,2,17.21,1C,-0.122,0,335321,801557.4081,36666.48276,B
18098,41,M,TNT,2,1,17.64,1A,0.0459,0,344433,1730.692239,57662.12074,B
18099,39,M,SNT,1,0,4.64,1C,0.072,0,365527,407494.7976,32615.94693,B
18100,44,F,ST,3,3,40.24,1C,-0.074,0,447389,466125.7692,38372.79504,M
18101,34,M,TT,0,2,11.34,1A,-0.0097,1,160012,148590.5107,86205.84123,B
18102,43,M,TT,0,1,47.68,1C,-0.032,0,141013,322716.0609,103610.5912,B
18103,33,M,ST,3,2,21.45,1A,-0.1052,0,771798,367580.3168,29137.99382,M
18104,56,M,ST,2,1,8.03,5,-0.0469,0,129616,42232.47186,36351.6339,M
18105,55,M,TT,4,0,7.36,5,0.0638,0,421856,578044.0914,123659.32,B
18106,42,M,TT,3,1,13.43,2B,0.0963,0,158297,316795.8085,68652.72978,B
18107,48,M,TT,0,0,2.57,1C,0.0211,0,452515,620570.2813,72131.1809,B
18108,37,F,TT,2,2,73.6,5,0.3326,0,216649,588074.6168,91269.91153,M
18109,46,M,TNT,3,3,3.24,1C,0.1976,0,165415,300289.8579,48991.65373,B
18110,56,F,TNT,2,2,11.96,1C,0.1204,0,595958,140549.9326,154820.8612,B
18111,55,M,TT,2,1,29.21,1C,0.1703,0,209972,770950.4866,324477.4151,B
18112,22,M,TNT,4,0,4.05,1C,0.0543,0,171846,246734.7488,27291.38947,M
18113,40,M,ST,1,2,22.07,1A,0.0762,0,398205,214142.6128,69324.97532,B
18114,34,F,TT,2,3,75.86,5,0.0702,0,592230,106267.701,70484.86984,M
18115,19,M,ST,3,0,12.89,1C,-0.057,1,247875,168423.9327,24139.52045,B
18116,46,M,SNT,2,1,47.67,1C,0.0618,0,132303,962044.5765,28560.12785,B
18117,62,F,TT,1,2,2.99,1C,0.036,1,171702,414618.6066,184395.4265,B
18118,42,M,TNT,0,2,14.3,5,0.0571,0,153103,206707.0792,70130.49848,M
18119,34,M,ST,0,0,10.19,3,0.1537,0,124088,204198.4392,53957.10094,M
18120,38,M,TNT,0,2,100.39,1A,0.0934,0,290040,232840.7344,60393.26564,M
18121,36,F,TNT,2,3,22.37,1C,-0.0737,0,113030,218114.7365,74591.95702,B
18122,36,M,TNT,0,3,14.07,1C,-0.0733,0,391685,868938.1684,40499.72173,B
18123,35,F,TT,1,1,7.84,1A,-0.2318,0,306043,205507.5726,158076.0772,B
18124,54,M,ST,2,2,49.07,1C,0.0851,0,347378,361299.7924,102637.0674,B
18125,33,F,TNT,0,1,7.82,1C,0.036,0,24409,75701.47941,73553.50423,B
18126,41,M,ST,2,1,8.08,2A,0.1196,1,444536,299640.1116,56816.88073,B
18127,39,M,TT,0,3,23.34,1C,0.0476,0,108674,340233.7675,74104.27822,B
18128,64,M,TNT,0,2,63.98,2A,-0.2259,0,479960,213432.6301,200243.9516,B
18129,40,M,TT,2,1,9.5,1C,0.064,1,74035,324321.9678,119694.1723,B
18130,41,F,TT,0,0,35.08,1C,5.00E-04,0,33941,258160.135,91337.17125,B
18131,26,M,TT,2,1,5.98,1C,0.2687,0,136291,40091.23617,47099.33622,B
18132,34,M,TT,0,1,20.98,1C,-0.1279,0,317469,171946.6923,105476.1409,B
18133,63,M,TNT,1,0,56.12,1C,0.0667,0,276104,152290.5263,373209.8702,B
18134,39,F,ST,4,1,141.18,1C,0.0765,0,575610,86064.06557,73975.65466,B
18135,31,M,TNT,0,3,44.15,1A,-0.1364,0,281571,117037.9715,62959.36511,M
18136,46,M,SNT,2,0,9.46,1C,0.0888,0,271603,893480.1908,33300.99283,M
18137,39,M,TT,2,2,69.27,1C,0.0324,0,92224,330758.793,258517.1488,B
18138,50,M,SNT,1,1,14.97,1C,0.0023,0,234502,199460.0102,50565.68067,M
18139,41,M,TNT,2,0,6.34,1A,0.0345,0,21168,269464.0817,32427.05456,B
18140,25,M,SNT,2,2,27,4,0.0985,0,87875,56511.31519,21838.88895,M
18141,50,F,TNT,1,3,19.95,2B,0.0468,0,301753,298016.0706,93395.47369,B
18142,34,M,TT,3,1,4.99,1C,-0.0293,0,1847,345789.6466,147738.4992,B
18143,31,M,ST,2,2,26.09,5,0.0816,0,557994,160183.2366,29227.43521,M
18144,26,M,TT,2,0,37.84,1C,0.0956,0,25907,306985.3259,60445.81159,B
18145,45,M,SNT,3,0,31.04,1C,0.1376,0,512068,57435.81102,22914.82974,B
18146,46,M,TT,3,0,78.66,2B,-0.0101,0,1233248,681208.7984,307843.5775,B
18147,49,M,ST,0,1,27.94,1C,-0.0022,1,144991,79062.38745,41444.62288,B
18148,44,M,TNT,2,1,55.14,2A,-0.0727,1,283757,105308.704,91512.17202,B
18149,36,M,TT,1,0,45.67,4,-0.0152,0,98152,179260.971,47203.00018,M
18150,48,M,TT,2,2,15.33,1C,0.095,0,180083,152340.3533,160950.9319,B
18151,21,M,TT,2,0,9.71,1C,-0.0168,0,381044,578765.8958,62296.67107,B
18152,53,M,ST,2,2,52.69,1A,0.245,0,54633,675303.0237,58250.43342,M
18153,57,F,TNT,2,1,10.74,1A,0.0783,0,36897,236265.5451,144918.6859,B
18154,32,M,TNT,2,2,32.55,1A,-0.0709,1,205215,466509.5421,53729.14984,B
18155,53,M,TNT,1,3,6.73,1C,-0.042,0,137350,303214.1398,86850.78934,B
18156,39,M,TNT,2,1,11.63,1C,-0.1366,0,328250,143152.2495,62785.52948,B
18157,42,F,TNT,1,0,40.24,1C,0.0137,0,144680,370967.6781,79357.81496,B
18158,40,M,SNT,3,1,91.95,1C,-0.0553,0,188978,197760.5615,20216.01299,M
18159,46,M,ST,2,0,26.71,1C,0.2513,0,257688,991781.8862,48516.27355,B
18160,41,F,TNT,1,2,110.74,1A,0.0836,0,75217,201360.7588,74542.80967,B
18161,46,F,SNT,4,0,77.71,5,0.046,0,82444,141976.3542,34437.39376,M
18162,55,M,TNT,1,1,79.46,5,0.0914,0,324251,438155.3582,172912.4232,B
18163,42,M,TNT,2,2,64.75,2A,0.0964,1,54870,191428.6609,70826.91035,B
18164,46,F,TNT,0,0,7.19,1C,0.0067,0,71606,187198.3962,87858.06688,B
18165,28,M,TNT,0,0,18.81,1C,0.193,0,48629,114465.4136,37971.22256,M
18166,43,M,TNT,2,1,14.14,2B,-0.0882,0,357464,129302.3608,76627.78559,M
18167,27,M,TNT,1,0,15.65,1C,0.0606,0,338331,437137.5304,32534.14382,B
18168,35,F,TNT,3,3,39.02,2A,0.1699,0,144007,695261.4139,45148.23226,M
18169,46,F,TT,1,1,3.83,5,0.0404,0,52410,19029.61195,189392.547,B
18170,38,M,PNT,2,2,84.43,2A,0.195,0,405461,297798.5883,17813.65294,M
18171,47,F,ST,2,2,63.24,2A,0.0951,0,24635,109108.8893,57350.12846,B
18172,48,M,SNT,3,0,21.64,4,0.1693,1,23678,169976.9135,47637.64432,B
18173,41,M,TNT,2,3,37.36,1A,0.1637,0,101238,120381.6057,70661.65267,B
18174,38,M,SNT,0,2,5.45,1C,0.1528,0,37704,145092.119,31808.35198,M
18175,49,M,TT,3,0,61.39,1C,0.0619,0,848576,436129.5246,103036.1642,B
18176,42,M,SNT,0,0,22.95,1C,-0.0106,0,666869,327619.1513,30621.79524,M
18177,47,M,TNT,2,2,12.51,1C,-0.0421,0,943397,373123.5937,61331.75653,B
18178,22,M,SNT,3,1,11.21,1C,0.002,0,663676,263380.8498,24890.00053,M
18179,52,F,TT,0,0,5.33,2A,0.0646,0,255615,187394.3567,195969.6415,B
18180,30,F,ST,1,1,43.73,1A,0.0323,0,50849,47084.29487,48406.53692,B
18181,59,M,SNT,2,2,3.45,1C,0.1957,1,189168,186502.4075,55310.81598,B
18182,46,F,TNT,1,1,10.14,1C,-0.0595,0,104999,399738.0217,219896.74,B
18183,40,F,TT,0,0,27.6,1A,0.1744,0,59764,53876.46255,79743.49417,B
18184,50,F,TT,0,0,26.73,1C,-0.0055,0,730296,229048.0112,65775.85373,B
18185,40,F,TT,3,0,8.28,1C,0.0636,0,96673,353032.4189,101820.0323,B
18186,53,M,ST,0,3,9.9,1C,0.0082,0,54754,133956.1347,194005.7185,B
18187,39,F,ST,4,3,21.17,1C,0.0594,0,451666,292981.6612,68456.40755,B
18188,64,M,ST,0,3,7.7,4,0.3728,1,135983,146908.3465,151752.373,M
18189,59,F,ST,1,1,36.34,1C,0.0222,0,43612,330640.4563,140503.3073,B
18190,38,M,TNT,2,0,6.86,5,0.1513,0,322138,160753.8141,47997.44733,B
18191,39,M,TT,2,1,22.57,5,0.0404,0,200407,514272.6216,58898.17136,B
18192,33,F,TT,4,0,25.97,2A,0.0356,1,161325,83186.26439,63065.93426,B
18193,56,F,TNT,2,2,28.58,1C,0.2124,0,52004,1732701.289,185644.8023,B
18194,48,F,TNT,2,3,18.65,1C,-0.0034,1,231486,686692.0646,104775.3936,B
18195,52,F,TNT,2,1,54.07,2A,0.0663,0,146281,97690.21349,197188.9749,B
18196,43,F,SNT,3,3,85.3,3,0.0549,0,27997,136460.3414,33454.42786,B
18197,57,M,TNT,1,3,13.54,1C,0.1455,0,55818,111981.9961,170526.895,B
18198,49,M,TT,2,2,36.84,2B,-0.0078,0,7727,40280.33831,257520.3838,B
18199,42,M,TT,3,1,43.65,1C,0.0711,0,958684,25742.39327,80295.99543,B
18200,42,M,ST,3,2,7.55,1C,-0.0464,1,40450,673290.7387,29099.2683,B
18201,60,M,SNT,1,0,8.28,1C,-0.0013,0,244476,693878.3426,102511.5578,B
18202,49,F,TNT,2,0,12.28,1C,0.131,1,46296,460489.9684,127961.4773,B
18203,28,F,ST,2,0,5.72,1C,0.0914,0,531939,96740.57555,60175.38265,B
18204,23,M,TT,2,2,38.84,2A,0.2574,0,402589,70776.35853,43906.82293,M
18205,40,F,SNT,1,1,17.72,2B,0.0985,0,43565,120008.1862,25828.04807,M
18206,35,M,TNT,2,2,7.79,2A,0.1355,0,8724,688933.3263,51055.48371,M
18207,39,F,ST,0,2,9.39,1C,0.1727,0,55177,78590.05543,27948.86674,M
18208,58,M,TT,2,3,13.28,4,0.0299,0,215486,352831.2646,309414.1334,B
18209,38,M,ST,2,1,7.49,5,-0.0373,0,27519,79144.99889,33857.29984,M
18210,42,M,ST,4,1,1.22,4,0.0143,0,42283,63243.55664,34347.78611,M
18211,30,M,ST,2,0,160.63,1C,0.2546,0,155207,605735.0794,29946.82502,M
18212,49,M,TT,3,0,67.21,1C,0.021,0,74778,83006.49588,131978.3739,B
18213,42,F,SNT,1,0,123.68,2B,0.0603,1,77032,210262.4746,31410.14991,M
18214,25,F,TT,2,0,6.76,1C,-0.028,0,10889,377997.8062,70790.57385,B
18215,39,M,TNT,2,0,31.09,1C,0.0371,0,246317,345494.7842,186630.7472,B
18216,41,M,TT,2,2,105.01,1A,0.0212,0,149702,258097.9725,104267.1833,B
18217,54,M,TT,2,1,68.14,1C,-0.0461,0,154668,230275.2835,222379.3423,B
18218,43,M,TNT,3,1,37.73,1C,-0.1716,0,528476,344359.5967,50680.45791,B
18219,56,F,SNT,0,2,13.43,1C,0.064,1,77185,79416.70478,61687.38569,B
18220,44,M,ST,2,2,20.18,2B,-0.0142,0,103318,67717.10433,49709.13599,M
18221,46,M,PNT,2,1,18.55,1C,0.0317,0,213142,274450.5111,20983.7432,M
18222,48,M,SNT,2,2,186.08,4,0.0834,0,26024,577298.0044,68560.48303,M
18223,64,M,ST,2,0,11.37,4,-0.0521,0,596582,211335.7235,120794.7448,M
18224,36,F,TT,2,3,45,1C,0.1409,0,365601,113141.4393,133364.8839,B
18225,32,M,SNT,3,3,143.05,2B,-0.0907,0,143259,410090.7853,23718.00986,M
18226,54,M,TT,2,0,43.71,1C,0.0639,0,239966,66137.33641,232279.127,B
18227,53,M,SNT,3,0,5.24,2B,-0.0549,0,1339866,194898.8773,55819.49618,M
18228,33,M,ST,3,1,5.64,2A,0.1652,0,640249,95402.34327,24667.89882,M
18229,22,F,ST,2,2,11.42,5,0.3296,0,88470,518115.2159,44560.04487,M
18230,35,M,ST,3,0,11.35,1C,0.0392,0,138165,906019.1103,44015.02628,B
18231,31,M,ST,4,0,67.77,1C,0.1225,0,500119,159697.1798,31674.30244,B
18232,51,M,ST,0,1,14.32,2A,-0.0543,0,522300,348651.2899,40277.79575,M
18233,56,M,TNT,2,0,59.52,4,0.1281,0,390815,407290.0077,259658.318,B
18234,45,M,ST,2,2,24.92,1A,0.0062,0,50005,484912.3698,47874.48373,B
18235,45,M,TNT,2,1,20.29,3,0.2157,1,293088,540829.1397,82854.98914,B
18236,49,F,TT,2,0,10.67,2A,-0.1268,0,372504,569204.5131,117572.8827,B
18237,44,M,SNT,2,1,6.76,1C,0.0157,0,41496,57856.20635,40199.68779,B
18238,52,M,TT,4,0,9.14,1C,-0.0935,1,74789,495066.075,127727.1766,B
18239,41,M,ST,0,2,112.68,3,0.181,0,44061,121077.1209,47718.20528,M
18240,50,M,ST,0,2,8.67,1C,-0.0134,0,340333,75809.36505,64564.18382,B
18241,32,M,ST,1,0,15.07,3,0.0977,0,65297,51414.24422,38512.89592,M
18242,48,M,TNT,3,2,29.84,4,-0.0645,0,242806,292604.6374,95724.76336,B
18243,30,M,TT,1,2,6.82,1A,0.0116,0,268256,325361.8282,53241.34014,B
18244,32,M,SNT,0,2,38.51,1C,0.2067,0,101007,632795.5499,19988.49155,M
18245,54,F,TT,3,3,6.49,1C,0.178,0,148747,864574.0089,178494.8003,B
18246,49,M,TT,1,1,27.32,1A,0.1623,0,206900,62715.76754,110257.8807,B
18247,40,M,TT,4,0,22.91,1C,0.0342,1,220280,222504.3148,152136.4097,B
18248,38,M,TT,2,2,93.89,1A,0.055,0,360698,133243.5053,79688.95687,B
18249,20,M,PNT,0,2,8.45,3,0.2418,0,600674,212132.034,17303.53776,M
18250,48,M,TT,0,0,96.82,4,-1.00E-04,0,119237,499781.9461,113796.0119,M
18251,42,F,PT,2,0,35.43,1C,-0.2129,0,220714,516404.276,43217.52033,B
18252,56,F,TT,3,0,23.58,1A,-0.0795,0,91542,89586.67368,132507.2772,B
18253,34,M,SNT,0,1,16,1C,-0.006,0,19375,60125.1285,21504.14228,M
18254,46,M,TT,0,1,15.65,3,0.0747,0,162343,901380.5472,165512.3075,B
18255,42,M,SNT,0,2,45.08,2A,-0.1373,0,148892,232557.5926,48631.79778,M
18256,58,M,ST,2,0,22.68,1C,0.1445,0,120354,262662.292,49098.33576,B
18257,51,M,ST,2,0,9.85,2A,0.1385,0,237399,299679.7991,57414.18652,M
18258,45,F,TT,3,1,6.31,2B,-0.0213,0,55009,373606.0432,197074.3074,B
18259,44,M,TNT,3,2,4.02,1C,-0.0718,0,62055,570415.6368,125308.5442,B
18260,28,M,TNT,3,0,15.8,2A,-0.0213,0,217350,1512016.933,54046.98853,M
18261,49,M,SNT,2,1,13.22,4,-0.1096,0,622883,530563.2427,28701.61736,M
